"Year Month","State","Countym","Industry","Suspicious Activity","Regulator","Product","Instrument","Count"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Check","FRB","Credit Card","Funds Transfer","1"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Check","FRB","Credit Card","[Total]","2"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Check","[Total]","Credit Card","[Total]","2"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Consumer Loan (see instructions)","FRB","Credit Card","Bank/Cashier's Check","1"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Consumer Loan (see instructions)","FRB","Credit Card","Funds Transfer","1"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Consumer Loan (see instructions)","FRB","Credit Card","[Total]","2"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Consumer Loan (see instructions)","[Total]","Credit Card","[Total]","2"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Credit/Debit Card","FRB","Credit Card","Bank/Cashier's Check","1"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Credit/Debit Card","FRB","Credit Card","Funds Transfer","1"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Credit/Debit Card","FRB","Credit Card","[Total]","2"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","2"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","Bank/Cashier's Check","1"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","Funds Transfer","1"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Elder Financial Exploitation","FRB","Credit Card","[Total]","2"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","Elder Financial Exploitation","[Total]","Credit Card","[Total]","2"
"2021 April","Florida","Palm Beach County, FL","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","8"
"2021 April","Florida","Palm Beach County, FL","[Total]","[Total]","[Total]","Credit Card","[Total]","8"
"2021 April","Florida","Seminole County, FL","Securities/Futures","Account Takeover","SEC","Credit Card","Funds Transfer","1"
"2021 April","Florida","Seminole County, FL","Securities/Futures","Account Takeover","SEC","Credit Card","[Total]","1"
"2021 April","Florida","Seminole County, FL","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","1"
"2021 April","Florida","Seminole County, FL","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Funds Transfer","1"
"2021 April","Florida","Seminole County, FL","Securities/Futures","Credit/Debit Card","SEC","Credit Card","[Total]","1"
"2021 April","Florida","Seminole County, FL","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","1"
"2021 April","Florida","Seminole County, FL","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","2"
"2021 April","Florida","Seminole County, FL","[Total]","[Total]","[Total]","Credit Card","[Total]","2"
"2021 April","Florida","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","10"
"2021 April","Iowa","Polk County, IA","Securities/Futures","Against Financial Institution Customer(s)","FRB","Credit Card","Funds Transfer","1"
"2021 April","Iowa","Polk County, IA","Securities/Futures","Against Financial Institution Customer(s)","FRB","Credit Card","[Total]","1"
"2021 April","Iowa","Polk County, IA","Securities/Futures","Against Financial Institution Customer(s)","[Total]","Credit Card","[Total]","1"
"2021 April","Iowa","Polk County, IA","Securities/Futures","Identity Theft","FRB","Credit Card","Funds Transfer","1"
"2021 April","Iowa","Polk County, IA","Securities/Futures","Identity Theft","FRB","Credit Card","[Total]","1"
"2021 April","Iowa","Polk County, IA","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","1"
"2021 April","Iowa","Polk County, IA","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","Funds Transfer","1"
"2021 April","Iowa","Polk County, IA","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","[Total]","1"
"2021 April","Iowa","Polk County, IA","Securities/Futures","Other Fraud (Type)","[Total]","Credit Card","[Total]","1"
"2021 April","Iowa","Polk County, IA","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","3"
"2021 April","Iowa","Polk County, IA","[Total]","[Total]","[Total]","Credit Card","[Total]","3"
"2021 April","Iowa","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","3"
"2021 April","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicion Concerning the Source of Funds","SEC","Credit Card","Funds Transfer","1"
"2021 April","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicion Concerning the Source of Funds","SEC","Credit Card","[Total]","1"
"2021 April","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","1"
"2021 April","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Funds Transfer","1"
"2021 April","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","[Total]","1"
"2021 April","Massachusetts","Suffolk County, MA","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","1"
"2021 April","Massachusetts","Suffolk County, MA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","Funds Transfer","1"
"2021 April","Massachusetts","Suffolk County, MA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Credit Card","[Total]","1"
"2021 April","Massachusetts","Suffolk County, MA","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","Credit Card","[Total]","1"
"2021 April","Massachusetts","Suffolk County, MA","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","3"
"2021 April","Massachusetts","Suffolk County, MA","[Total]","[Total]","[Total]","Credit Card","[Total]","3"
"2021 April","Massachusetts","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","3"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","FRB","Credit Card","Funds Transfer","3"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","FRB","Credit Card","Personal/Business Check","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","FRB","Credit Card","[Total]","4"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","4"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","ACH","FRB","Credit Card","Funds Transfer","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","ACH","FRB","Credit Card","Personal/Business Check","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","ACH","FRB","Credit Card","[Total]","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","ACH","[Total]","Credit Card","[Total]","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Against Financial Institution Customer(s)","FRB","Credit Card","Funds Transfer","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Against Financial Institution Customer(s)","FRB","Credit Card","[Total]","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Against Financial Institution Customer(s)","[Total]","Credit Card","[Total]","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Check","FRB","Credit Card","Funds Transfer","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Check","FRB","Credit Card","Personal/Business Check","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Check","FRB","Credit Card","[Total]","4"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Check","[Total]","Credit Card","[Total]","4"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Consumer Loan (see instructions)","FRB","Credit Card","Funds Transfer","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Consumer Loan (see instructions)","FRB","Credit Card","Personal/Business Check","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Consumer Loan (see instructions)","FRB","Credit Card","[Total]","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Consumer Loan (see instructions)","[Total]","Credit Card","[Total]","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Counterfeit Instrument","FRB","Credit Card","Funds Transfer","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Counterfeit Instrument","FRB","Credit Card","Personal/Business Check","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Counterfeit Instrument","FRB","Credit Card","[Total]","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Counterfeit Instrument","[Total]","Credit Card","[Total]","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Credit/Debit Card","FRB","Credit Card","Funds Transfer","3"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Credit/Debit Card","FRB","Credit Card","Personal/Business Check","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Credit/Debit Card","FRB","Credit Card","[Total]","5"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","5"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Forgeries","FRB","Credit Card","Funds Transfer","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Forgeries","FRB","Credit Card","Personal/Business Check","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Forgeries","FRB","Credit Card","[Total]","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Forgeries","[Total]","Credit Card","[Total]","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","FRB","Credit Card","Funds Transfer","4"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","FRB","Credit Card","Personal/Business Check","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","FRB","Credit Card","[Total]","6"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","6"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","Funds Transfer","4"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","Personal/Business Check","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","[Total]","5"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Other Fraud (Type)","[Total]","Credit Card","[Total]","5"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Provided Questionable or False Documentation","FRB","Credit Card","Funds Transfer","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Provided Questionable or False Documentation","FRB","Credit Card","Personal/Business Check","2"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Provided Questionable or False Documentation","FRB","Credit Card","[Total]","4"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Provided Questionable or False Documentation","[Total]","Credit Card","[Total]","4"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Wire","FRB","Credit Card","Funds Transfer","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Wire","FRB","Credit Card","[Total]","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","Wire","[Total]","Credit Card","[Total]","1"
"2021 April","Missouri","St. Louis city, MO","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","38"
"2021 April","Missouri","St. Louis city, MO","[Total]","[Total]","[Total]","Credit Card","[Total]","38"
"2021 April","Missouri","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","38"
"2021 April","North Carolina","Mecklenburg County, NC","Securities/Futures","Against Financial Institution Customer(s)","FRB","Credit Card","Funds Transfer","1"
"2021 April","North Carolina","Mecklenburg County, NC","Securities/Futures","Against Financial Institution Customer(s)","FRB","Credit Card","[Total]","1"
"2021 April","North Carolina","Mecklenburg County, NC","Securities/Futures","Against Financial Institution Customer(s)","[Total]","Credit Card","[Total]","1"
"2021 April","North Carolina","Mecklenburg County, NC","Securities/Futures","Identity Theft","FRB","Credit Card","Funds Transfer","1"
"2021 April","North Carolina","Mecklenburg County, NC","Securities/Futures","Identity Theft","FRB","Credit Card","[Total]","1"
"2021 April","North Carolina","Mecklenburg County, NC","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","1"
"2021 April","North Carolina","Mecklenburg County, NC","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","Funds Transfer","1"
